cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.149238389,0.1404094518,0.1468691145,0.1467820285,14,14,2.119084247,0.1405326471,1,0
9,FL,2.536033231,0.1399650558,0.1502138824,0.1507799641,18,18,2.565917087,0.1398317944,1,0
10,HR,2.346595971,-0.1430958594,0.1118331823,0.1518959763,13,13,2.238987954,-0.1420000176,1,0
10,FR,2.736581115,-0.1436559051,0.1158731234,0.1484856752,17,17,2.684955328,-0.1425067976,1,0
10,HL,2.348553166,0.1410955132,0.1087215618,0.1467820285,14,14,2.356581493,0.140508322,1,0
10,FL,2.736828781,0.1410360318,0.117025642,0.1507799641,18,22,2.801644283,0.1395106646,1,0
11,HR,2.623462585,-0.1434677008,0.1481972752,0.1484856752,17,17,2.473618512,-0.1422043112,1,0
11,FR,3.010252652,-0.1433272875,0.1453118131,0.1455782757,21,21,2.920144867,-0.1426292467,1,0
11,HL,2.623386681,0.1405273572,0.1503443553,0.1507799641,18,18,2.593387347,0.1408830801,1,0
11,FL,3.01016774,0.1406682511,0.1465429636,0.1467652973,22,22,3.040215059,0.1402703467,1,0
12,HR,2.868782232,-0.1527343427,0.1424549893,0.1455782757,21,17,2.713398952,-0.1422272658,1,0
12,FR,3.255354136,-0.1383891967,0.1426210087,0.1472587956,25,21,3.160199399,-0.1432232868,1,0
12,HL,2.858279356,0.1310701226,0.1414502714,0.1467652973,22,22,2.833398128,0.1391834992,1,0
12,FL,3.244774674,0.1454142779,0.1419474135,0.1496256753,26,26,3.280197738,0.1374714093,1,0
13,HR,3.102832521,-0.143786983,0.1398917428,0.1455782757,21,21,2.953429024,-0.1420169829,1,0
13,FR,3.489628151,-0.1441316688,0.1431750893,0.1472587956,25,25,3.400117603,-0.1425033713,1,0
13,HL,3.103045997,0.140217242,0.140964196,0.1467652973,22,22,3.073068039,0.1405422978,1,0
13,FL,3.490022748,0.1398590964,0.1451784362,0.1496256753,26,26,3.519738019,0.1395191228,1,0
14,HR,3.342822164,-0.1460715462,0.1469770045,0.1472587956,25,25,3.192778107,-0.1424324197,1,0
14,FR,3.729635988,-0.1458497353,0.1455281421,0.1456708349,29,29,3.639521973,-0.1436528408,1,0
14,HL,3.342640798,0.1379019524,0.1494829385,0.1496256753,26,26,3.312725428,0.1388094612,1,0
14,FL,3.729426645,0.138123771,0.1511093552,0.1517369954,30,30,3.759556398,0.1372209976,1,0
